ID_Equipo,Fecha_Servicio,Ciudad,Sector_Industrial,Magnitud,Tipo_Instrumento,Temp_Ambiente_C,Humedad_Relativa_perc,Presion_Barometrica_hPa,Incertidumbre,Error_Encontrado,Dias_Desde_Ultima_Calibracion,Estado_Final
EQ-8271-0973,2025-11-25,Guayaquil,Farmacéutico,Volumen,Pipeta de pistón,26.4,80.5,1009.3,0.007,0.009,375.0,Cumple
EQ-2118-0974,2025-08-29,Guayaquil,Manufactura,Masa,Balanza de precisión,,,,0.025,0.035,,Cumple
EQ-7311-0975,2026-04-17,Cuenca,Alimentos,Temperatura,Termómetro digital,14.5,67.4,750.7,0.06,0.26,370.0,Cumple
EQ-5484-0976,2025-07-10,Quito,Petrolero,Temperatura,Estufa de incubación,16.5,55.6,733.1,0.05,0.12,350.0,Cumple
EQ-8188-0977,2026-03-28,Guayaquil,Manufactura,Temperatura,Termómetro digital,28.7,76.0,1011.5,0.05,0.33,441.0,Cumple
EQ-8274-0978,2025-09-07,Cuenca,Alimentos,Temperatura,Termocupla,14.2,62.9,748.7,0.03,0.11,338.0,Cumple
EQ-5872-0979,2025-10-18,Quito,Alimentos,Temperatura,Termocupla,15.7,53.6,736.3,0.05,0.16,303.0,Cumple
EQ-5110-0980,2026-03-18,Guayaquil,Alimentos,Temperatura,Estufa de incubación,23.8,76.0,1012.4,0.06,0.24,471.0,Cumple
EQ-8306-0981,2026-01-23,Quito,Manufactura,Volumen,Bureta digital,17.2,50.4,736.2,0.008,0.025,658.0,Cumple
EQ-7724-0982,2026-05-22,Guayaquil,Alimentos,Volumen,Matraz aforado,27.3,74.7,1014.0,0.006,0.040,991.0,No Cumple
EQ-8692-0983,2025-08-03,Quito,Farmacéutico,Temperatura,Termómetro digital,14.8,49.7,734.7,0.05,0.27,345.0,Cumple
EQ-5856-0984,2025-10-25,Guayaquil,Alimentos,Masa,Balanza de precisión,27.6,79.4,1014.9,0.025,0.055,354.0,No Cumple
EQ-6130-0985,2026-01-08,Quito,Alimentos,Presión,Vacuómetro,19.8,60.1,736.2,0.11,0.26,331.0,Cumple
EQ-3755-0986,2025-09-06,Guayaquil,Alimentos,Temperatura,Estufa de incubación,28.3,82.3,1009.6,0.06,0.24,391.0,Cumple
EQ-2665-0987,2025-08-28,Guayaquil,Manufactura,Volumen,Matraz aforado,,,,0.008,0.009,,Cumple
EQ-9977-0988,2025-09-05,Guayaquil,Alimentos,Masa,Balanza analítica,27.3,86.1,1013.6,0.027,0.041,371.0,No Cumple
EQ-1501-0989,2025-10-03,Cuenca,Farmacéutico,Volumen,Pipeta de pistón,14.8,56.1,753.1,0.010,0.007,326.0,Cumple
EQ-4351-0990,2025-09-28,Quito,Petrolero,Presión,Transmisor de presión,14.1,53.4,732.9,0.12,0.33,393.0,No Cumple
EQ-4495-0991,2025-10-19,Quito,Manufactura,Volumen,Matraz aforado,17.7,54.8,732.5,0.008,0.008,367.0,Cumple
EQ-5824-0992,2026-06-25,Guayaquil,Alimentos,Temperatura,Termómetro digital,25.1,80.9,1015.3,0.04,0.23,356.0,Cumple
EQ-7608-0993,2026-03-25,Quito,Farmacéutico,Temperatura,Termocupla,14.7,50.9,736.1,0.03,0.23,384.0,Cumple
EQ-4683-0994,2026-06-06,Quito,Farmacéutico,Volumen,Bureta digital,17.1,60.6,732.8,0.008,0.015,372.0,Cumple
EQ-6331-0995,2026-06-20,Quito,Alimentos,Masa,Balanza industrial,17.9,55.7,735.1,0.030,0.011,338.0,Cumple
EQ-3717-0996,2026-01-10,Guayaquil,Alimentos,Volumen,Pipeta de pistón,28.0,76.9,1011.9,0.008,0.014,362.0,Cumple
EQ-2663-0997,2025-10-13,Cuenca,Farmacéutico,Temperatura,Estufa de incubación,13.4,57.1,751.1,0.04,0.16,312.0,Cumple
EQ-4765-0998,2026-03-08,Quito,Manufactura,Volumen,Bureta digital,15.7,58.6,735.8,0.009,0.011,328.0,Cumple
EQ-7310-0999,2026-03-30,Quito,Petrolero,Presión,Manómetro analógico,14.1,52.0,732.2,0.13,0.69,763.0,No Cumple
EQ-3104-1000,2026-02-23,Quito,Alimentos,Temperatura,Termómetro digital,17.9,66.5,737.7,0.03,0.14,349.0,Cumple
